line	section	text
1439	Fig. 4	g
1440	Fig. 4	Lung metastasis (nodules)
1442	Fig. 4	Rab22a-NeoF1
1444	Fig. 4	sgSmgGDS #1
1445	Fig. 4	sgSmgGDS #2
1446	Fig. 4	SmgGDS
1447	Fig. 4	E254K/D256K
1448	Fig. 4	SmgGDS
1449	Fig. 4	E254K/D256K
1450	Fig. 4	0
1451	Fig. 4	5
1452	Fig. 4	10
1453	Fig. 4	15
1454	Fig. 4	143B
1455	Fig. 4	P = 0.0001
1456	Fig. 4	P = 0.4419
1457	Fig. 4	P = 0.7471
1458	Fig. 4	P = 0.5858
1459	Fig. 4	P = 0.8637
1460	Fig. 4	P = 0.0002
1461	Fig. 4	P = 0.0002
1462	Fig. 4	P = 0.0001
1463	Fig. 4	Rab22a-NeoF1
1464	Fig. 4	sg1
1465	Fig. 4	sg2
1466	Fig. 4	SmgGDS
1469	Fig. 4	Lung metastasis (nodules)
1471	Fig. 4	Rab22a-NeoF1
1473	Fig. 4	sgSmgGDS #1
1474	Fig. 4	sgSmgGDS #2
1475	Fig. 4	SmgGDS
1476	Fig. 4	E254K/D256K
1477	Fig. 4	SmgGDS
1478	Fig. 4	E254K/D256K
1479	Fig. 4	0
1480	Fig. 4	5
1481	Fig. 4	10
1482	Fig. 4	15
1483	Fig. 4	20
1484	Fig. 4	U2OS/MTX300
1485	Fig. 4	P = 0.0001
1486	Fig. 4	P > 0.9999
1487	Fig. 4	P > 0.9999
1488	Fig. 4	P = 0.8361
1489	Fig. 4	P = 0.6984
1490	Fig. 4	P < 0.0001
1491	Fig. 4	P = 0.0002
1492	Fig. 4	P < 0.0001
1493	Fig. 4	Rab22a-NeoF1
1494	Fig. 4	sg1
1495	Fig. 4	sg2
1496	Fig. 4	SmgGDS
1497	Fig. 4	143B
1498	Fig. 4	U2OS/MTX300
1499	Fig. 4	5 mm
1500	Fig. 4	5 mm
1501	Fig. 4	5 mm
1502	Fig. 4	5 mm
1503	Fig. 4	5 mm
1504	Fig. 4	5 mm
1505	Fig. 4	5 mm
1506	Fig. 4	5 mm
1507	Fig. 4	5 mm
1508	Fig. 4	5 mm
1509	Fig. 4	5 mm
1510	Fig. 4	5 mm
1511	Fig. 4	5 mm
1512	Fig. 4	5 mm
1513	Fig. 4	5 mm
1514	Fig. 4	5 mm
1515	Fig. 4	5 mm
1516	Fig. 4	sgSmgGDS #1
1517	Fig. 4	sgSmgGDS #2
1518	Fig. 4	SmgGDS
1519	Fig. 4	Rab22a-NeoF1
1522	Fig. 4	sg1
1523	Fig. 4	sg2
1524	Fig. 4	SmgGDS
1525	Fig. 4	SmgGDS
1526	Fig. 4	E254K/D256K
1527	Fig. 4	E254K/D256K
1528	Fig. 4	Rab22a-NeoF1
1529	Fig. 4	2.5
1530	Fig. 4	2.0
1531	Fig. 4	1.5
1532	Fig. 4	Radiance (×108 p s–1 cm–2 sr–1)
1533	Fig. 4	1.0
1534	Fig. 4	0.5
1535	Fig. 4	5 mm
1536	Fig. 5	Fig. 5 | Rab22a-NeoF1 constitutively binds to a negatively charged region of SmgGDS-607. a–c, Immunoprecipitation with anti-Flag or anti-haemagglutinin
1537	Fig. 5	(HA) beads of extracts from 293T cells co-transfected with plasmids for expression of SmgGDS-558 (558) or SmgGDS-607 (607) for 48 h. Data are
1538	Fig. 5	representative of n = 3 biologically independent experiments. E254K/D256K, SmgGDS(E254K/D256K). d,e, Migration (d) and invasion (e) assays using the
1539	Fig. 5	indicated stable cell lines. Data are mean ± s.d. of n = 3 biologically independent experiments. P values are shown; two-tailed Student’s t-test. sgNC, negative
1540	Fig. 5	control sgRNA. Vector, vector-only control. f–i, In vivo orthotopic model of osteosarcoma metastasis using the indicated stable cell lines (n = 6 biologically
1541	Fig. 5	independent animals). f, Representative images of mice. g, H&E staining of lungs from representative tumour-bearing nude mice. Scale bars, 5 mm. h,i,
1542	Fig. 5	Quantification of lung nodules. Data are mean ± s.d. P values are shown; two-tailed Student’s t-test. sgNC, negative control sgRNA. Vector, vector-only control.
1544	Fig. 5	876
1550	Fig. 5	RAD5-8
1556	Fig. 5	∆1–10
1557	Fig. 5	Rab22a-NeoF1
1559	Fig. 5	143B
1560	Fig. 5	U2OS/MTX300
1561	Fig. 5	RAD5-8
1562	Fig. 5	25
1563	Fig. 5	25
1564	Fig. 5	25
1565	Fig. 5	35
1566	Fig. 5	25
1567	Fig. 5	(kDa)
1568	Fig. 5	25
1569	Fig. 5	35
1570	Fig. 5	25
1573	Fig. 5	143B
1574	Fig. 5	U2OS/MTX300
1575	Fig. 5	143B
1576	Fig. 5	U2OS/MTX300
1577	Fig. 5	0
1578	Fig. 5	2
1579	Fig. 5	4
1580	Fig. 5	6
1582	Fig. 5	Rab22a-NeoF1
1583	Fig. 5	Rab22a-NeoF1(∆1–10)
1586	Fig. 5	P = 0.0072
1587	Fig. 5	P = 0.0057
1588	Fig. 5	P = 0.0036
1589	Fig. 5	P = 0.0081
1590	Fig. 5	P = 0.6277
1591	Fig. 5	P = 0.4878
1592	Fig. 5	P = 0.9957
1593	Fig. 5	P = 0.1669
1596	Fig. 5	143B
1597	Fig. 5	∆1–10
1600	Fig. 5	Rab22a-NeoF1
1601	Fig. 5	U2OS/MTX300
1602	Fig. 5	5 mm
1603	Fig. 5	5 mm
1604	Fig. 5	5 mm
1605	Fig. 5	5 mm
1606	Fig. 5	5 mm
1607	Fig. 5	5 mm
1608	Fig. 5	U2OS/MTX300
1610	Fig. 5	Rab22a-NeoF1
1612	Fig. 5	143B
1614	Fig. 5	Lung metastasis (nodules)
1617	Fig. 5	∆1–10
1620	Fig. 5	∆1–10
1621	Fig. 5	0
1622	Fig. 5	5
1623	Fig. 5	10
1624	Fig. 5	15
1625	Fig. 5	20
1626	Fig. 5	Rab22a-NeoF1
1627	Fig. 5	143B
1628	Fig. 5	Rab22a-NeoF1
1629	Fig. 5	U2OS/MTX300
1630	Fig. 5	P = 0.4128
1631	Fig. 5	P = 0.7797
1632	Fig. 5	P = 0.0008
1633	Fig. 5	P < 0.0001
1636	Fig. 5	Flag
1637	Fig. 5	Flag
1640	Fig. 5	Rab22a-NeoF1–SFB
1641	Fig. 5	SmgGDS-607–HA
1649	Fig. 5	IP: Flag
1651	Fig. 5	65
1652	Fig. 5	45
1653	Fig. 5	45
1654	Fig. 5	45
1655	Fig. 5	65
1656	Fig. 5	g
1658	Fig. 5	Flag
1663	Fig. 5	Flag
1667	Fig. 5	Rab22a-NeoF1
1669	Fig. 5	143B
1670	Fig. 5	U2OS/MTX300
1671	Fig. 5	25
1672	Fig. 5	25
1673	Fig. 5	(kDa)
1674	Fig. 5	(kDa)
1675	Fig. 5	45
1676	Fig. 5	35
1677	Fig. 5	25
1678	Fig. 5	25
1679	Fig. 5	35
1680	Fig. 5	45
1683	Fig. 5	143B
1684	Fig. 5	U2OS/MTX300
1685	Fig. 5	143B
1686	Fig. 5	U2OS/MTX300
1687	Fig. 5	0
1688	Fig. 5	2
1689	Fig. 5	4
1690	Fig. 5	6
1692	Fig. 5	Rab22a-NeoF1
1693	Fig. 5	Rab22a-NeoF1(DD)
1696	Fig. 5	P = 0.0008
1697	Fig. 5	P = 0.0037
1698	Fig. 5	P = 0.0019
1699	Fig. 5	P = 0.0007
1700	Fig. 5	P > 0.9999
1701	Fig. 5	P = 0.4228
1702	Fig. 5	P = 0.5954
1703	Fig. 5	P = 0.3295
1704	Fig. 5	∆1–10
1706	Fig. 5	U2OS/MTX300
1708	Fig. 5	Rab22a-NeoF1
1709	Fig. 5	Rab22a-NeoF1(DD)
1710	Fig. 5	143B
1711	Fig. 5	U2OS/MTX300
1715	Fig. 5	Rab22a-NeoF1
1716	Fig. 5	143B
1717	Fig. 5	5 mm
1718	Fig. 5	5 mm
1719	Fig. 5	5 mm
1720	Fig. 5	5 mm
1721	Fig. 5	5 mm
1722	Fig. 5	5 mm
1724	Fig. 5	Lung metastasis (nodules)
1731	Fig. 5	0
1732	Fig. 5	5
1733	Fig. 5	10
1734	Fig. 5	15
1735	Fig. 5	20
1736	Fig. 5	Rab22a-NeoF1
1737	Fig. 5	143B
1738	Fig. 5	Rab22a-NeoF1
1739	Fig. 5	U2OS/MTX300
1740	Fig. 5	P = 0.8175
1741	Fig. 5	P > 0.9999
1742	Fig. 5	P < 0.0001
1743	Fig. 5	P < 0.0001
1745	Fig. 5	0.8
1746	Fig. 5	0.6
1747	Fig. 5	0.4
1748	Fig. 5	Radiance (×108 p s–1 cm–2 sr–1)
1749	Fig. 5	0.2
1750	Fig. 5	0.8
1751	Fig. 5	0.6
1752	Fig. 5	0.4
1753	Fig. 5	0.2
1754	Fig. 5	Radiance (×108 p s–1 cm–2 sr–1)
1755	Fig. 6	Fig. 6 | Both Arg4 and Lys7 of RAB22A-NeoF1 are required for binding with SmgGDS 607. a,g, Detection of RhoA–GTP in the indicated stable cell
1756	Fig. 6	lines by western blotting. Vector, vector-only control. b,h, Migration and invasion assays using the indicated stable cell lines. Data are mean ± s.d. of
1757	Fig. 6	n = 3 biologically independent experiments. P values are shown; two-tailed Student’s t-test. Vector, vector-only control. c–e, i–k, The in vivo orthotopic
1758	Fig. 6	model of osteosarcoma metastasis using the indicated stable cell lines (n = 6). c,i, Representative images of mice. d,j, H&E staining of lungs from
1759	Fig. 6	representative tumour-bearing nude mice. Scale bars, 5 mm. e,k, Quantification of lung nodules. Data are mean ± s.d. P values are shown; two-tailed
1760	Fig. 6	Student’s t-test. f, Immunoprecipitation with anti-Flag beads of lysates from 293T cells co-transfected with the indicated plasmids, followed by
1761	Fig. 6	western blotting. Data in a,f,g are representative of n = 3 biologically independent experiments. Vector, vector-only control.
1763	Fig. 6	877
1780	Fig. 6	2.5 µM
1781	Fig. 6	5 µM
1782	Fig. 6	10 µM
1783	Fig. 6	SmgGDS
1786	Fig. 6	SmgGDS
1787	Fig. 6	65
1788	Fig. 6	65
1793	Fig. 6	1–38(WT)
1794	Fig. 6	1–38(DD)
1796	Fig. 6	25
1797	Fig. 6	25
1798	Fig. 6	35
1800	Fig. 6	Rab22a-NeoF1
1825	Fig. 6	25
1826	Fig. 6	25
1827	Fig. 6	(kDa)
1828	Fig. 6	(kDa)
1829	Fig. 6	(kDa)
1830	Fig. 6	(kDa)
1831	Fig. 6	(kDa)
1832	Fig. 6	(kDa)
1833	Fig. 6	(kDa)
1834	Fig. 6	(kDa)
1835	Fig. 6	45
1839	Fig. 6	Flag
1840	Fig. 6	Flag
1842	Fig. 6	Rab22a-Neof1–SFB
1843	Fig. 6	SmgGDS-607–HA
1850	Fig. 6	K18D
1851	Fig. 6	K18E
1852	Fig. 6	IP: Flag
1854	Fig. 6	65
1855	Fig. 6	65
1856	Fig. 6	35
1857	Fig. 6	35
1858	Fig. 6	35
1860	Fig. 6	143B
1861	Fig. 6	U2OS/MTX300
1862	Fig. 6	143B
1863	Fig. 6	U2OS/MTX300
1864	Fig. 6	143B
1865	Fig. 6	U2OS/MTX300
1866	Fig. 6	0
1867	Fig. 6	1
1868	Fig. 6	2
1869	Fig. 6	3
1870	Fig. 6	4
1871	Fig. 6	5
1873	Fig. 6	Rab22a-NeoF1
1874	Fig. 6	Rab22a-NeoF1(K18D)
1878	Fig. 6	P = 0.1085
1879	Fig. 6	P = 0.2254
1880	Fig. 6	P = 0.2999
1881	Fig. 6	P = 0.4226
1882	Fig. 6	P = 0.2581
1883	Fig. 6	P = 0.1835
1884	Fig. 6	P = 0.0035
1885	Fig. 6	P = 0.0161
1886	Fig. 6	P = 0.0043
1887	Fig. 6	P = 0.0041
1888	Fig. 6	P = 0.0008
1889	Fig. 6	P = 0.0003
1890	Fig. 6	g
1896	Fig. 6	RAD5-8
1899	Fig. 6	RAD5-8
1901	Fig. 6	Rab22a-NeoF1
1903	Fig. 6	K18D
1904	Fig. 6	25
1905	Fig. 6	25
1906	Fig. 6	25
1907	Fig. 6	45
1908	Fig. 6	25
1909	Fig. 6	25
1910	Fig. 6	25
1911	Fig. 6	45
1912	Fig. 6	U2OS/MTX300
1913	Fig. 6	143B
1917	Fig. 6	Flag
1918	Fig. 6	Flag
1920	Fig. 6	Rab22a-NeoF1–SFB
1921	Fig. 6	SmgGDS-607–HA
1935	Fig. 6	IP: Flag
1937	Fig. 6	65
1938	Fig. 6	35
1939	Fig. 6	35
1940	Fig. 6	65
1941	Fig. 6	35
1948	Fig. 6	Rab22a-NeoF1
1950	Fig. 6	143B
1953	Fig. 6	RAD5-8
1954	Fig. 6	25
1955	Fig. 6	25
1956	Fig. 6	25
1957	Fig. 6	35
1965	Fig. 6	25
1966	Fig. 6	25
1967	Fig. 6	35
1969	Fig. 6	143B
1970	Fig. 6	U2OS/MTX300
1971	Fig. 6	0
1972	Fig. 6	1
1973	Fig. 6	2
1974	Fig. 6	3
1975	Fig. 6	4
1979	Fig. 6	Rab22a-NeoF1 + WT–iRGD
1980	Fig. 6	Rab22a-NeoF1 + DD–iRGD
1981	Fig. 6	Rab22a-NeoF1
1983	Fig. 6	P = 0.2056
1984	Fig. 6	P = 0.5458
1985	Fig. 6	P = 0.494
1986	Fig. 6	P < 0.0004
1987	Fig. 6	P = 0.7938
1988	Fig. 6	P < 0.0004
1989	Fig. 6	P = 0.242
1990	Fig. 6	P = 0.4288
1991	Fig. 6	P = 0.0011
1992	Fig. 6	P = 0.0006
1996	Fig. 6	143B
1997	Fig. 6	U2OS/MTX300
1998	Fig. 6	0
1999	Fig. 6	1
2000	Fig. 6	2
2001	Fig. 6	3
2002	Fig. 6	4
2006	Fig. 6	Rab22a-NeoF1 + WT–iRGD
2007	Fig. 6	Rab22a-NeoF1 + DD–iRGD
2008	Fig. 6	Rab22a-NeoF1
2010	Fig. 6	P = 0.8379
2011	Fig. 6	P > 0.9159
2012	Fig. 6	P < 0.0003
2013	Fig. 6	P = 0.3513
2014	Fig. 6	P < 0.0036
2015	Fig. 6	P = 0.3526
2016	Fig. 6	P = 0.6483
2017	Fig. 6	P = 0.0007
2018	Fig. 6	P = 0.0565
2019	Fig. 6	P < 0.0003
2022	Fig. 6	143B
2023	Fig. 6	U2OS/MTX300
2024	Fig. 6	0
2025	Fig. 6	2
2026	Fig. 6	4
2027	Fig. 6	6
2031	Fig. 6	Rab22a-NeoF1 + WT–iRGD
2032	Fig. 6	Rab22a-NeoF1 + DD–iRGD
2033	Fig. 6	Rab22a-NeoF1
2035	Fig. 6	P = 0.0979
2036	Fig. 6	P = 0.3046
2037	Fig. 6	P = 0.001
2038	Fig. 6	P = 0.7174
2039	Fig. 6	P = 0.0003
2040	Fig. 6	P = 0.1848
2041	Fig. 6	P = 0.0972
2042	Fig. 6	P = 0.9273
2043	Fig. 6	P = 0.0011
2044	Fig. 6	P = 0.0008
2049	Fig. 6	MALDELDVAL  GG (CRGDKGPDC)
2050	Fig. 6	MALRELKVAL GG(CRGDKGPDC)
2051	Fig. 7	Fig. 7 | Blocking the interaction between Rab22a-NeoF1 and SmgGDS-607 inhibits the RhoA activation, adhesion, migration and invasion. a, The
2053	Fig. 7	cell lysates from ZOS or ZOS-M and pulled down with streptavidin beads, and the eluates were analysed by western blotting. c, Lysates of 143B cells
2054	Fig. 7	were incubated with synthetic peptide 1–38(WT) or 1–38(DD) for 4 h, and assayed for RhoA activity. d, Lysates of 143B were incubated with purified
2055	Fig. 7	Rab22a-NeoF1(WT) or Rab22a-NeoF1(DD) eluates under the indicated conditions for 4 h, and then analysed for RhoA activity. e, Lysates of 293T cells
2056	Fig. 7	transfected with the indicated plasmids were immunoprecipitated with anti-Flag beads and analysed by western blot. f, Detection of RhoA–GTP in the
2057	Fig. 7	indicated stable cell lines by western blotting. Vector, vector-only control. Data in b–f are representative of n = 3 biologically independent experiments.
2058	Fig. 7	g, Migration, invasion and adhesion assays using the indicated stable cell lines expressing Rab22a-NeoF1 or Rab22a-NeoF1(K18D). Data are mean ± s.d.
2059	Fig. 7	of n = 3 biologically independent experiments. P values are shown; two-tailed Student's t-test. Vector, vector-only control. h, Western blot analysis of
2060	Fig. 7	immunoprecipitates of lysates from 293T cells, transfected with the indicated plasmids and treated with the WT–iRGD or DD–iRGD peptide for 24 h, using
2061	Fig. 7	anti-Flag beads. i,j, ZOS-M cells and 143B cells stably expressing Rab22a-NeoF1 were treated with or without 10 μM of WT–iRGD or DD–iRGD for 24 h.
2062	Fig. 7	RhoA–GTP was then detected by western blot. Data in h–j are representative of n = 3 biologically independent experiments. k–m, Adhesion (m), migration
2063	Fig. 7	(k) and invasion (l) assays using the indicated stable cell lines treated with or without 10 μM of WT–iRGD or DD–iRGD. Data are mean ± s.d. of n = 3
2066	Fig. 7	878
2070	Fig. 7	Rab22a-NeoF1
2071	Fig. 7	1
2072	Fig. 7	10
2073	Fig. 7	Rab22a-NeoF1
2074	Fig. 7	DD–iRDG
2075	Fig. 7	WT–iRDG
2076	Fig. 7	DD–iRDG
2077	Fig. 7	WT–iRDG
2078	Fig. 7	iRGD (mg kg–1)
2079	Fig. 7	iRGD (mg kg–1)
2080	Fig. 7	iRGD (mg kg–1)
2081	Fig. 7	iRGD (mg kg–1)
2082	Fig. 7	iRGD (mg kg–1)
2083	Fig. 7	iRGD (mg kg–1)
2084	Fig. 7	143B
2088	Fig. 7	Rab22a-NeoF 1
2089	Fig. 7	143B
2091	Fig. 7	10
2092	Fig. 7	Rab22a-NeoF1
2093	Fig. 7	1
2097	Fig. 7	5 mm
2098	Fig. 7	5 mm
2099	Fig. 7	5 mm
2100	Fig. 7	5 mm
2101	Fig. 7	5 mm
2102	Fig. 7	5 mm
2105	Fig. 7	5 mm
2109	Fig. 7	WT–iRG
2112	Fig. 7	1
2113	Fig. 7	10
2114	Fig. 7	5 mm
2115	Fig. 7	5 mm
2116	Fig. 7	5 mm
2117	Fig. 7	5 mm
2120	Fig. 7	DD–iRDG
2121	Fig. 7	WT–iRDG
2122	Fig. 7	DD–iRDG
2123	Fig. 7	WT–iRDG
2124	Fig. 7	1
2125	Fig. 7	10
2127	Fig. 7	Lung metastasis (nodules)
2129	Fig. 7	Rab22a-NeoF1
2130	Fig. 7	0
2131	Fig. 7	5
2132	Fig. 7	10
2133	Fig. 7	15
2134	Fig. 7	20
2136	Fig. 7	1
2137	Fig. 7	1
2138	Fig. 7	10
2139	Fig. 7	10
2140	Fig. 7	1
2141	Fig. 7	1
2142	Fig. 7	10
2143	Fig. 7	10
2145	Fig. 7	Rab22a-NeoF1
2146	Fig. 7	P = 0.6638
2147	Fig. 7	P = 0.8232
2148	Fig. 7	P < 0.0001
2149	Fig. 7	P < 0.0001
2150	Fig. 7	P < 0.0001
2152	Fig. 7	Lung metastasis (nodules)
2154	Fig. 7	0
2155	Fig. 7	2
2156	Fig. 7	4
2157	Fig. 7	6
2158	Fig. 7	P = 0.1886
2159	Fig. 7	P = 0.4143
2160	Fig. 7	P = 0.0029
2161	Fig. 7	P = 0.0029
2173	Fig. 7	SmgGDS-regulated RhoA signalling
2174	Fig. 7	Consititutive RhoA signalling by Rab22a-NeoFs
2185	Fig. 7	SmgGDS-607
2188	Fig. 7	SmgGDS607
2195	Fig. 7	RAB22A
2197	Fig. 7	g
2202	Fig. 7	4.0
2203	Fig. 7	3.0
2204	Fig. 7	2.0
2205	Fig. 7	Radiance (×107 p s–1 cm–2 sr–1)
2207	Fig. 7	(×105 p s–1 cm–2 sr–1)
2208	Fig. 7	1.0
2209	Fig. 7	4.0
2210	Fig. 7	5.0
2211	Fig. 7	6.0
2212	Fig. 7	7.0
2213	Fig. 7	3.0
2214	Fig. 7	2.0
2215	Fig. 8	Fig. 8 | Blocking the interaction between Rab22a-NeoF1 and SmgGDS-607 inhibits lung metastasis of osteosarcoma. a–f, In vivo orthotopic model of
2216	Fig. 8	osteosarcoma metastasis using 143B-Luc cells stably expressing Rab22a-NeoF1 (n = 8 biologically independent animals) (a–c) or ZOS-M-Luc cells (n = 6
2218	Fig. 8	mice. b,e, H&E staining of lungs from representative tumour-bearing nude mice. Scale bars, 5 mm. c,f, Quantification of lung nodules. Data are mean ±
2219	Fig. 8	s.d. p values are shown. Two-tailed Student's t-test. Vector, vector-only control. g, Proposed model for the mechanism of Rab22a-NeoF1 in promoting lung
2222	Fig. 8	879
2225	Fig. 8	drive lung metastasis in multiple cancer types. Residues 1–10 of
2226	Fig. 8	Rab22a-NeoF1 conjugated to the cell-penetrating peptide iRGD
2227	Fig. 8	prevented lung metastasis in the orthotopic osteosarcoma metas-
2228	Fig. 8	tasis model (Fig. 8a–f and Extended Data Fig. 10i–k), suggesting
2230	Fig. 8	cancer who are positive for the Rab22a1–38 fusion gene(s).
2231	Fig. 8	The guanine nucleotide exchange factor SmgGDS-607 rec-
2232	Fig. 8	ognizes the polybasic region and the CAAX box of several small
2233	Fig. 8	GTPases, and inhibits prenylation by impeding their entry into
2234	Fig. 8	the geranylgeranylation pathway33,34,38,39. As illustrated in Fig. 8g,
2236	Fig. 8	tively charged region (red) via CAAX (black line) and the posi-
2237	Fig. 8	tively charged region (blue) of SmgGDS-607 until a signal triggers
2239	Fig. 8	membrane via CAAX (black line)40. In osteosarcoma cells posi-
2240	Fig. 8	tive for Rab22a-NeoF1, Rab22a-NeoF1 binds to the negatively
2241	Fig. 8	charged region of SmgGDS-607 via Arg4 and Lys7 to form a
2242	Fig. 8	Rab22a-NeoF1–SmgGDS-607–RhoA complex, which may facili-
2243	Fig. 8	tate the communication between SmgGDS-607 and RhoA, thereby
2244	Fig. 8	accelerating GDP–GTP exchange on RhoA. Consequently, more
2245	Fig. 8	RhoA–GTP is transported to the plasma membrane, promoting
2246	Fig. 8	lung metastasis. However, how Rab22a-NeoF1 facilitates the release
2247	Fig. 8	of RhoA–GTP from the SmgGDS-607–RhoA complex needs fur-
2248	Fig. 8	ther investigation, as the association with SmgGDS-607 is neces-
2249	Fig. 8	sary but insufficient for Rab22a-NeoF1 to promote osteosarcoma
2250	Fig. 8	lung metastasis (for example, in experiments with peptide(WT) and
2251	Fig. 8	Rab22a-NeoF1(K18D)). One possibility is that Rab22a-NeoF1, as
2252	Fig. 8	the product of an intron-fused transcript, exhibits distinct folding
2254	Fig. 8	nistic study of Rab22a-NeoF1 is an example of a gain of function
2255	Fig. 8	caused by a fusion protein disrupting a protein–protein interaction
2256	Fig. 8	(SmgGDS-607–RhoA), as proposed by Latysheva et al. 41.
2260	Fig. 8	progression. Thus, existing RNA-seq data may contain many fusion
2261	Fig. 8	transcripts of interest that could be revealed using TopHat-fusion
2264	Fig. 8	Any methods, additional references, Nature Research reporting
2265	Fig. 8	summaries, source data, extended data, supplementary informa-
2267	Fig. 8	contributions and competing interests; and statements of data and
2268	Fig. 8	code availability are available at https://doi.org/10.1038/s41556-
2269	Fig. 8	020-0522-z.
2270	Fig. 8	Received: 17 January 2019; Accepted: 16 April 2020;
2271	Fig. 8	Published online: 1 June 2020
2273	References	1.	 Rosenberg, A. E. WHO classification of soft tissue and bone,
2274	References	fourth edition: summary and commentary. Curr. Opin. Oncol. 25,
2275	References	571–573 (2013).
2276	References	2.	 Mirabello, L., Troisi, R. J. & Savage, S. A. Osteosarcoma incidence and
2277	References	survival rates from 1973 to 2004: data from the Surveillance, Epidemiology,
2278	References	and End Results Program. Cancer 115, 1531–1543 (2009).
2279	References	3.	 Dorfman, H. D. & Czerniak, B. Bone cancers. Cancer 75, 203–210 (1995).
2280	References	4.	 Valery, P. C., Laversanne, M. & Bray, F. Bone cancer incidence by
2281	References	morphological subtype: a global assessment. Cancer Causes Control 26,
2282	References	1127–1139 (2015).
2283	References	5.	 Zambo, I. & Vesely, K. WHO classification of tumours of soft tissue and
2284	References	bone 2013: the main changes compared to the 3rd edition. Cesk. Patol. 50,
2285	References	64–70 (2014).
2286	References	6.	 Lorenz, S. et al. Unscrambling the genomic chaos of osteosarcoma reveals
2288	References	TP53 aberrations. Oncotarget 7, 5273–5288 (2016).
2289	References	7.	 Kovac, M. et al. Exome sequencing of osteosarcoma reveals mutation
2290	References	signatures reminiscent of BRCA deficiency. Nat. Commun. 6, 8940 (2015).
2291	References	8.	 Stephens, P. J. et al. Massive genomic rearrangement acquired in a single
2292	References	catastrophic event during cancer development. Cell 144, 27–40 (2011).
2293	References	9.	 Chen, X. et al. Recurrent somatic structural variations contribute to
2294	References	tumorigenesis in pediatric osteosarcoma. Cell Rep. 7, 104–112 (2014).
2295	References	10.	Kansara, M., Teng, M. W., Smyth, M. J. & Thomas, D. M. Translational
2296	References	biology of osteosarcoma. Nat. Rev. Cancer 14, 722–735 (2014).
2297	References	11.	Perry, J. A. et al. Complementary genomic approaches highlight the PI3K/
2298	References	mTOR pathway as a common vulnerability in osteosarcoma. Proc. Natl Acad.
2299	References	Sci. USA 111, E5564–E5573 (2014).
2300	References	12.	Helman, L. J. & Meltzer, P. Mechanisms of sarcoma development. Nat. Rev.
2301	References	Cancer 3, 685–694 (2003).
2302	References	13.	Gokgoz, N. et al. Comparison of p53 mutations in patients with localized
2303	References	osteosarcoma and metastatic osteosarcoma. Cancer 92, 2181–2189 (2001).
2304	References	14.	Ji, J. et al. Inherited germline ATRX mutation in two brothers with ATR-X
2305	References	syndrome and osteosarcoma. Am. J. Med. Genet. A 173, 1390–1395 (2017).
2306	References	15.	Smolle, M. A. et al. A novel mutation in ATRX associated with intellectual
2307	References	disability, syndromic features, and osteosarcoma. Pediatr. Blood Cancer 64,
2308	References	26522 (2017).
2309	References	16.	Mertens, F., Johansson, B., Fioretos, T. & Mitelman, F. The emerging
2310	References	complexity of gene fusions in cancer. Nat. Rev. Cancer 15, 371–381 (2015).
2311	References	17.	Drilon, A. et al. Entrectinib in ROS1 fusion-positive non-small-cell lung
2312	References	cancer: integrated analysis of three phase 1–2 trials. Lancet Oncol. 21,
2313	References	261–270 (2020).
2314	References	18.	Doebele, R. C. et al. Entrectinib in patients with advanced or metastatic
2315	References	NTRK fusion-positive solid tumours: integrated analysis of three phase 1–2
2316	References	trials. Lancet Oncol. 21, 271–282 (2020).
2317	References	19.	Brien, G. L., Stegmaier, K. & Armstrong, S. A. Targeting chromatin
2318	References	complexes in fusion protein-driven malignancies. Nat. Rev. Cancer 19,
2319	References	255–269 (2019).
2320	References	20.	Latysheva, N. S. & Babu, M. M. Discovering and understanding oncogenic
2322	References	Res. 44, 4487–4503 (2016).
2323	References	21.	Tomlins, S. A. et al. Distinct classes of chromosomal rearrangements create
2324	References	oncogenic ETS gene fusions in prostate cancer. Nature 448, 595–599 (2007).
2325	References	22.	Singh, D. et al. Transforming fusions of FGFR and TACC genes in human
2326	References	glioblastoma. Science 337, 1231–1235 (2012).
2327	References	23.	Zou, C. Y. et al. Establishment and characteristics of two syngeneic
2328	References	human osteosarcoma cell lines from primary tumor and skip metastases.
2329	References	Acta Pharmacol. Sin. 29, 325–332 (2008).
2330	References	24.	Tang, Q. L. et al. Glycogen synthase kinase-3β, NF-κB signaling, and
2331	References	tumorigenesis of human osteosarcoma. J. Natl Cancer Inst. 104,
2332	References	749–763 (2012).
2333	References	25.	Yin, J. Q. et al. Bufalin induces apoptosis in human osteosarcoma U-2OS
2334	References	and U-2OS methotrexate300-resistant cell lines. Acta Pharmacol. Sin. 28,
2335	References	712–720 (2007).
2336	References	26.	Anderson, N. D. et al. Rearrangement bursts generate canonical gene fusions
2337	References	in bone and soft tissue tumors. Science 361, eaam8419 (2018).
2338	References	27.	Shen, M. M. Chromoplexy: a new category of complex rearrangements in the
2339	References	cancer genome. Cancer Cell 23, 567–569 (2013).
2340	References	28.	Chen, G. et al. MRI-visible polymeric vector bearing CD3 single chain
2341	References	antibody for gene delivery to T cells for immunosuppression. Biomaterials 30,
2342	References	1962–1970 (2009).
2343	References	29.	Mao, S. et al. Synthesis, characterization and cytotoxicity of poly(ethylene
2344	References	glycol)-graft-trimethyl chitosan block copolymers. Biomaterials 26,
